CUST_ID;BALANCE;BALANCE_FREQUENCY;PURCHASES;ONEOFF_PURCHASES;INSTALLMENTS_PURCHASES;CASH_ADVANCE;PURCHASES_FREQUENCY;ONEOFF_PURCHASES_FREQUENCY;PURCHASES_INSTALLMENTS_FREQUENCY;CASH_ADVANCE_FREQUENCY;CASH_ADVANCE_TRX;PURCHASES_TRX;CREDIT_LIMIT;PAYMENTS;MINIMUM_PAYMENTS;PRC_FULL_PAYMENT;TENURE
C15365;0.027760716;1.0;0.101514552;0.070420313;0.093680444;0.0;0.916667;0.833333;0.5;0.0;0.0;0.167597765;0.2;0.088032816;0.002164307;0.916667;1.0
C15366;0.000326993;0.181818;0.001101152;0.0;0.0024;0.0;0.166667;0.0;0.083333;0.0;0.0;0.005586592;0.1;0.0;0.0;0.0;1.0
C15368;0.076332421;1.0;0.094959846;0.094538072;0.035702222;0.0;1.0;1.0;0.5;0.0;0.0;0.195530726;0.383333333;0.022843345;0.0059455;0.0;1.0
C15369;0.052666499;1.0;0.02154036;0.0;0.046948;0.0;1.0;0.0;1.0;0.0;0.0;0.117318436;0.073333333;0.021854179;0.022180168;0.0;1.0
C15370;0.070628192;1.0;0.004578751;0.0;0.009979556;0.0;0.5;0.0;0.5;0.0;0.0;0.05027933;0.05;0.012205153;0.008881947;0.0;1.0
C15371;0.002644843;0.363636;0.010350213;0.012452268;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.005586592;0.2;0.009921917;0.000451383;0.0;1.0
C15372;0.187500405;1.0;0.003068135;0.0;0.006687111;0.071746154;0.181818;0.0;0.090909;0.181818;0.056910569;0.005586592;0.216666667;0.024315161;0.011926614;0.0;0.916666667
C15373;0.229164758;1.0;0.05530024;0.066531326;0.0;0.019266102;1.0;1.0;0.0;0.055555333;0.008130081;0.033519553;0.316666667;0.047877058;0.013623034;0.0;1.0
C15374;0.063399236;0.9;0.007320619;0.008807384;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.011173184;0.1;0.004725892;0.00496106;0.0;0.833333333
C15376;0.060669559;0.909091;0.117130513;0.099501365;0.075032444;0.0;0.5;0.083333;0.416667;0.0;0.0;0.030726257;0.2;0.072647519;0.004294822;0.0;1.0
C15377;0.001592559;0.909091;0.005798175;0.0;0.012637333;0.0;0.333333;0.0;0.25;0.0;0.0;0.016759777;0.04;0.005322169;0.001326571;0.272727;1.0
C15378;0.001611736;0.454545;0.004181521;0.0;0.027011556;0.0;0.916667;0.0;1.0;0.0;0.0;0.097765363;0.15;0.003232993;0.000728488;0.0;1.0
C15379;0.042291792;1.0;0.0;0.0;0.0;0.026680127;0.0;0.0;0.0;0.222222;0.056910569;0.0;0.033333333;0.02988456;0.002641345;0.083333;1.0
C15380;0.033511465;1.0;0.024525501;0.022182833;0.013267556;0.015193729;0.833333;0.416667;0.75;0.166666667;0.024390244;0.06424581;0.1;0.056344598;0.003072333;0.166667;1.0
C15381;0.01390891;1.0;0.019168194;0.023061118;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.005586592;0.2;0.014846451;0.002351805;0.0;1.0
C15382;0.030293871;1.0;0.022043423;0.026520286;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.008379888;0.2;0.010126685;0.002494643;0.0;1.0
C15383;0.001426802;0.909091;0.005607716;0.0;0.012222222;0.0;0.833333;0.0;0.833333;0.0;0.0;0.027932961;0.1;0.00590623;0.001962459;0.8;1.0
C15384;0.120408342;1.0;0.0;0.0;0.0;0.011095596;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.083333333;0.019257947;0.009483015;0.0;1.0
C15385;0.201154001;1.0;0.025635624;0.020632341;0.018496;0.062139396;1.0;0.083333;0.916667;0.111111333;0.032520325;0.072625698;0.25;0.01748839;0.013279853;0.0;1.0
C15386;0.036266372;1.0;0.013593105;0.0;0.029626667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.2;0.022285952;0.002226837;0.0;1.0
C15388;0.060809994;1.0;0.003466588;0.004170628;0.0;0.00636226;0.083333;0.083333;0.0;0.166666667;0.024390244;0.002793296;0.04;0.010366737;0.008072814;0.0;1.0
C15389;0.007631108;0.636364;0.010824116;0.0;0.023591556;0.0;0.583333;0.0;0.5;0.0;0.0;0.019553073;0.183333333;0.002821566;0.002576773;0.0;1.0
C15392;0.094204786;1.0;0.0;0.0;0.0;0.001977201;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.083333333;0.010027566;0.006300501;0.0;1.0
C15394;0.074277269;0.636364;0.006760255;0.008133215;0.0;0.001223898;0.166667;0.166667;0.0;0.055555333;0.008130081;0.005586592;0.25;0.065475619;0.005165562;0.0;1.0
C15395;0.020261471;1.0;0.000502247;0.0;0.001094667;0.0;0.416667;0.0;0.416667;0.0;0.0;0.01396648;0.15;0.026614719;0.002669782;0.0;1.0
C15396;0.016097123;0.909091;0.054741508;0.007347665;0.106;0.0;0.75;0.083333;0.666667;0.0;0.0;0.027932961;0.2;0.056290813;0.002436312;1.0;1.0
C15397;0.000637117;0.8;0.004979244;0.0;0.010852444;0.0;1.0;0.0;1.0;0.0;0.0;0.027932961;0.083333333;0.004559002;0.001684767;1.0;0.833333333
C15398;0.017332671;1.0;0.049780412;0.0;0.108498222;0.0;0.833333;0.0;0.833333;0.0;0.0;0.058659218;0.05;0.055520946;0.002142543;0.916667;1.0
C15399;0.058867315;1.0;0.0;0.0;0.0;0.00869889;0.0;0.0;0.0;0.055555333;0.016260163;0.0;0.05;0.016920814;0.003883878;0.0;1.0
C15401;0.055542309;1.0;0.004684788;0.005303321;0.000603111;0.01631393;0.5;0.5;0.083333;0.222222;0.032520325;0.019553073;0.05;0.00606756;0.005145247;0.0;1.0
C15403;0.003211609;0.818182;0.020014246;0.009359134;0.026666667;0.0;0.916667;0.833333;0.333333;0.0;0.0;0.058659218;0.233333333;0.017216396;0.001114578;0.4;1.0
C15404;0.062581575;1.0;0.0;0.0;0.0;0.026362347;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.083333333;0.007636634;0.004608063;0.0;1.0
C15405;0.000818011;1.0;0.00293151;0.0;0.006389333;0.0;1.0;0.0;0.916667;0.0;0.0;0.033519553;0.033333333;0.00245958;0.001911413;0.3;1.0
C15406;0.00013869;1.0;0.000197392;0.0;0.000430222;0.0;0.083333;0.0;0.083333;0.0;0.0;0.002793296;0.266666667;0.001425086;0.000229436;0.0;1.0
C15408;0.047778171;0.875;0.012031101;0.014474532;0.0;0.033039146;0.375;0.375;0.0;0.166666667;0.040650407;0.01396648;0.083333333;0.014797613;0.002374133;0.0;0.666666667
C15409;0.046964835;1.0;0.023735934;0.0;0.051733333;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.066666667;0.017893872;0.003539155;0.0;1.0
C15410;0.042099349;1.0;0.007907288;0.0;0.017234222;0.0;0.583333;0.0;0.583333;0.0;0.0;0.019553073;0.083333333;0.029192293;0.016310686;0.0;1.0
C15412;0.015312513;0.454545;0.0;0.0;0.0;0.023725652;0.0;0.0;0.0;0.055555333;0.016260163;0.0;0.1;0.023146111;0.001115448;0.083333;1.0
C15413;0.034682773;1.0;0.0;0.0;0.0;0.028305348;0.0;0.0;0.0;0.388888667;0.06504065;0.0;0.056666667;0.004049493;0.002562617;0.0;1.0
C15414;0.006740789;1.0;0.020456949;0.02002073;0.008316889;0.0;1.0;0.916667;0.416667;0.0;0.0;0.075418994;0.233333333;0.020852052;0.002668985;0.75;1.0
C15415;0.171608407;1.0;0.038958539;0.0;0.084911556;0.0;1.0;0.0;1.0;0.0;0.0;0.181564246;0.1;0.050341053;0.04370578;0.0;1.0
C15417;0.022979922;1.0;0.0;0.0;0.0;0.028430361;0.0;0.0;0.0;0.111111333;0.024390244;0.0;0.04;0.030943519;0.002053966;0.090909;1.0
C15418;0.141864249;1.0;0.0;0.0;0.0;0.019779909;0.0;0.0;0.0;0.166666667;0.032520325;0.0;0.1;0.021002051;0.014860694;0.0;1.0
C15419;0.127487194;1.0;0.0;0.0;0.0;0.063541671;0.0;0.0;0.0;0.166666667;0.154471545;0.0;0.166666667;0.009421931;0.008029712;0.0;1.0
C15421;0.078811101;1.0;0.047734309;0.048466374;0.016236444;0.0;0.916667;0.833333;0.5;0.0;0.0;0.086592179;0.183333333;0.006875604;0.005644389;0.0;1.0
C15422;0.179904681;1.0;0.0;0.0;0.0;0.055182194;0.0;0.0;0.0;0.277778;0.056910569;0.0;0.133333333;0.021976507;0.009593257;0.0;1.0
C15423;0.005450369;1.0;0.032786584;0.004128185;0.063980889;0.0;1.0;0.083333;1.0;0.0;0.0;0.106145251;0.233333333;0.030821008;0.002340344;0.833333;1.0
C15424;0.085140657;1.0;0.105376128;0.104179828;0.040937778;0.0;1.0;1.0;0.833333;0.0;0.0;0.145251397;0.166666667;0.053663068;0.006849553;0.0;1.0
C15425;0.013141656;0.727273;0.009929532;0.01194615;0.0;0.024014708;0.25;0.25;0.0;0.055555333;0.008130081;0.008379888;0.15;0.055934601;0.001710814;0.333333;1.0
C15426;0.034836409;0.875;0.024647443;0.025169493;0.008122667;0.0;0.875;0.25;0.75;0.0;0.0;0.053072626;0.05;0.013061912;0.001561328;0.0;0.666666667
C15427;0.005084298;0.272727;0.018934301;0.014990708;0.014110667;0.003149327;0.25;0.25;0.166667;0.055555333;0.016260163;0.036312849;0.1;0.036030193;0.002274849;1.0;1.0
C15428;0.033405329;1.0;0.095018166;0.082851973;0.057;0.0;1.0;0.916667;0.666667;0.0;0.0;0.12849162;0.2;0.091129381;0.00301631;0.25;1.0
C15430;0.275107762;1.0;0.005505758;0.006623938;0.0;0.057418634;0.166667;0.166667;0.0;0.444444667;0.113821138;0.008379888;0.2;0.024825851;0.015671483;0.0;1.0
C15431;0.11410374;0.909091;0.008498035;0.0;0.018521778;0.0;0.416667;0.0;0.333333;0.0;0.0;0.01396648;0.1;0.076998661;0.014141267;0.1;1.0
C15432;0.060039127;1.0;0.0;0.0;0.0;0.005672848;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.083333333;0.011608278;0.003783071;0.0;1.0
C15433;0.083808687;1.0;0.0;0.0;0.0;0.002943774;0.0;0.0;0.0;0.222222;0.032520325;0.0;0.08;0.006926168;0.005760376;0.0;1.0
C15435;0.015128667;1.0;0.053479262;0.0;0.11656;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.015;0.053596215;0.031584256;0.833333;1.0
C15437;0.000811295;0.818182;0.011720127;0.0;0.025544444;0.0;1.0;0.0;0.909091;0.0;0.0;0.030726257;0.033333333;0.011045013;0.000233318;0.0;0.916666667
C15438;0.099945423;0.545455;0.036978301;0.0;0.080595556;0.080511784;0.5;0.0;0.416667;0.055555333;0.008130081;0.039106145;0.133333333;0.038640755;0.015543131;0.0;1.0
C15439;0.057901808;1.0;0.028738221;0.026500169;0.014628;0.0;0.666667;0.25;0.583333;0.0;0.0;0.036312849;0.283333333;0.017231841;0.003593714;0.0;1.0
C15442;0.062084343;1.0;0.0;0.0;0.0;0.000410002;0.0;0.0;0.0;0.060606;0.008130081;0.0;0.04;0.005022082;0.006427467;0.0;0.916666667
C15443;0.003510046;1.0;0.018522593;0.017737925;0.008236444;0.0;1.0;1.0;0.083333;0.0;0.0;0.039106145;0.216666667;0.015547709;0.002319364;0.5;1.0
C15444;0.235078605;1.0;0.0;0.0;0.0;0.129811944;0.0;0.0;0.0;0.277778;0.162601626;0.0;0.2;0.066946739;0.020051936;0.0;1.0
C15445;0.318735321;1.0;0.0;0.0;0.0;0.067654794;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.4;0.066203585;0.018813111;0.0;1.0
C15446;0.028148047;1.0;0.0;0.0;0.0;0.02244409;0.0;0.0;0.0;0.111111333;0.024390244;0.0;0.04;0.026142813;0.003752303;0.0;1.0
C15449;0.005102541;1.0;0.03344075;0.0;0.072885333;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.071666667;0.031944762;0.020362129;0.083333;1.0
C15450;0.070314506;1.0;0.0;0.0;0.0;0.04205528;0.0;0.0;0.0;0.083333333;0.008130081;0.0;0.083333333;0.02625528;0.003041935;0.0;0.666666667
C15451;0.146338458;1.0;0.004723329;0.002125303;0.006444444;0.0;0.5;0.166667;0.25;0.0;0.0;0.016759777;0.1;0.014034254;0.009820328;0.0;1.0
C15452;0.001492041;0.727273;0.004403383;0.0;0.009597333;0.0;0.5;0.0;0.5;0.0;0.0;0.033519553;0.133333333;0.00653627;0.001921553;0.777778;1.0
C15453;0.001956682;1.0;0.010168319;0.001252415;0.019893333;0.0;1.0;0.083333;1.0;0.0;0.0;0.081005587;0.233333333;0.009604783;0.00215304;0.666667;1.0
C15454;0.000583773;1.0;0.003425805;0.0;0.007466667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.183333333;0.003050092;0.002065075;0.083333;1.0
C15455;0.00033715;0.363636;0.002787953;0.0;0.006076444;0.0;0.333333;0.0;0.333333;0.0;0.0;0.011173184;0.083333333;0.007117551;0.002221095;0.8;1.0
C15456;0.007134155;0.75;0.017209572;0.004857555;0.028708889;0.0;0.75;0.25;0.625;0.0;0.0;0.069832402;0.04;0.017004518;0.001479953;1.0;0.666666667
C15457;0.000724256;0.909091;0.012235018;0.014719863;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.15;0.011980677;0.001209239;0.0;1.0
C15459;0.111160554;1.0;0.018318676;0.0;0.039926222;0.005438932;0.916667;0.0;0.916667;0.111111333;0.016260163;0.030726257;0.083333333;0.03522171;0.006654831;0.0;1.0
C15460;0.007130869;0.909091;0.017950402;0.0;0.039123556;0.0;0.833333;0.0;0.833333;0.0;0.0;0.061452514;0.2;0.030565597;0.002330918;0.727273;1.0
C15461;0.01277008;1.0;0.054802275;0.009780613;0.101724889;0.0;1.0;0.333333;1.0;0.0;0.0;0.187150838;0.183333333;0.046312937;0.002305595;1.0;1.0
C15462;0.392162877;1.0;0.032002932;0.019530068;0.034370667;0.095472102;0.545455;0.454545;0.363636;0.181818;0.056910569;0.027932961;0.29;0.042643535;0.060581493;0.0;0.916666667
C15464;0.019126002;0.818182;0.002906225;0.003496458;0.0;0.013881718;0.083333;0.083333;0.0;0.166666667;0.048780488;0.005586592;0.083333333;0.012262199;0.002503174;0.0;1.0
C15465;0.002792258;0.545455;0.001223502;0.001471986;0.0;0.005879218;0.083333;0.083333;0.0;0.055555333;0.008130081;0.002793296;0.04;0.04341651;0.003592889;0.0;1.0
C15466;0.061646867;1.0;0.016021552;0.019275415;0.0;0.0;0.416667;0.416667;0.0;0.0;0.0;0.022346369;0.04;0.009338432;0.00810637;0.0;1.0
C15467;0.081037352;1.0;0.020953895;0.022756172;0.004444444;0.0;0.416667;0.333333;0.083333;0.0;0.0;0.036312849;0.2;0.006306571;0.005803277;0.0;1.0
C15469;0.02454141;1.0;0.000953108;0.0;0.002077333;0.0;0.166667;0.0;0.166667;0.0;0.0;0.005586592;0.083333333;0.002406361;0.00269751;0.0;1.0
C15470;0.015914121;0.636364;0.018238333;0.014950474;0.012666667;0.0;0.636364;0.363636;0.454545;0.0;0.0;0.033519553;0.133333333;0.00362017;0.001678549;0.0;0.916666667
C15472;0.102514089;1.0;0.006068365;0.002443252;0.0088;0.001171468;0.5;0.083333;0.416667;0.111111333;0.016260163;0.019553073;0.083333333;0.012515019;0.008617896;0.0;1.0
C15474;0.00104829;1.0;0.005860573;0.0;0.012773333;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.1;0.005448178;0.002197931;0.833333;1.0
C15475;0.093129827;1.0;0.0;0.0;0.0;0.03349561;0.0;0.0;0.0;0.166666667;0.024390244;0.0;0.1;0.008725666;0.008069138;0.0;1.0
C15476;0.091092549;1.0;0.0;0.0;0.0;0.003369991;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.06;0.00717334;0.008018416;0.0;1.0
C15477;0.048694421;1.0;0.007437667;0.003714803;0.009480889;0.0;0.75;0.166667;0.583333;0.0;0.0;0.044692737;0.033333333;0.008717691;0.009305842;0.0;1.0
C15478;0.065545557;1.0;0.000818319;0.0;0.001783556;0.0;0.083333;0.0;0.083333;0.0;0.0;0.002793296;0.058333333;0.00578317;0.004501478;0.0;1.0
C15480;0.076193303;0.444444;0.0;0.0;0.0;0.072550275;0.0;0.0;0.0;0.148148;0.032520325;0.0;0.133333333;0.008794945;0.009778954;0.0;0.75
C15481;0.001795676;1.0;0.004314067;0.0;0.009402667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.033333333;0.003719537;0.00200535;0.5;1.0
C15482;0.159034292;1.0;0.0;0.0;0.0;0.0074996;0.0;0.0;0.0;0.388888667;0.081300813;0.0;0.1;0.016168397;0.01554679;0.0;1.0
C15483;0.046560469;1.0;0.02937383;0.035339446;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.036312849;0.06;0.00610479;0.00381981;0.0;1.0
C15484;0.036366353;1.0;0.008238245;0.009911374;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.005586592;0.213333333;0.015520768;0.002632443;0.0;1.0
C15485;0.050041752;1.0;0.000807103;0.00097102;0.0;0.014066566;0.083333;0.083333;0.0;0.055555333;0.024390244;0.002793296;0.06;0.032835357;0.002672901;0.0;1.0
C15486;0.108010879;1.0;0.068795465;0.082767334;0.0;0.0;0.833333;0.833333;0.0;0.0;0.0;0.086592179;0.233333333;0.052190582;0.00641804;0.0;1.0
C15487;0.029770762;0.909091;0.018413701;0.022153393;0.0;0.0;0.090909;0.090909;0.0;0.0;0.0;0.002793296;0.05;0.014817232;0.0025378;0.0;0.916666667
C15488;0.073302387;1.0;0.019619258;0.02360379;0.0;0.0;0.583333;0.583333;0.0;0.0;0.0;0.055865922;0.053333333;0.021331949;0.00844894;0.0;1.0
C15489;0.00097709;0.636364;0.006168488;0.0;0.013444444;0.0;0.75;0.0;0.666667;0.0;0.0;0.047486034;0.1;0.013915423;0.001466397;0.333333;1.0
C15491;0.000271402;0.181818;0.001407027;0.00071146;0.001777778;0.0;0.083333;0.083333;0.083333;0.0;0.0;0.008379888;0.166666667;0.003299405;0.000547594;0.181818;1.0
C15492;0.369185259;1.0;0.076410132;0.025835322;0.119735111;0.005658163;1.0;0.25;1.0;0.055555333;0.008130081;0.195530726;0.466666667;0.038801722;0.021409801;0.0;1.0
C15493;0.372366579;1.0;0.0;0.0;0.0;0.045352903;0.0;0.0;0.0;0.166666667;0.040650407;0.0;0.283333333;0.036185098;0.035358179;0.0;1.0
C15494;0.077642283;1.0;0.009769662;0.007632249;0.007466667;0.019128789;0.5;0.416667;0.5;0.055555333;0.008130081;0.030726257;0.15;0.094133627;0.006266534;0.0;1.0
C15495;0.051748705;1.0;0.013709541;0.00252691;0.025302667;0.0;1.0;0.166667;1.0;0.0;0.0;0.047486034;0.083333333;0.032668101;0.007095584;0.0;1.0
C15498;0.001405617;0.6;0.003874422;0.002207979;0.004444444;0.0;0.5;0.1;0.3;0.0;0.0;0.019553073;0.04;0.005336173;0.001781394;0.0;0.833333333
C15500;0.126514694;1.0;0.020190838;0.018954276;0.009668889;0.0;0.75;0.416667;0.416667;0.0;0.0;0.072625698;0.266666667;0.013952918;0.007943072;0.0;1.0
C15502;0.00112428;1.0;0.003052841;0.0;0.006653778;0.0;0.916667;0.0;0.916667;0.0;0.0;0.030726257;0.05;0.002799108;0.001969738;0.166667;1.0
C15503;0.066616346;1.0;0.037437726;0.006263792;0.070249333;0.014302503;1.0;0.25;1.0;0.055555333;0.008130081;0.083798883;0.04;0.059572498;0.041212744;0.083333;1.0
C15504;0.184303174;1.0;0.0;0.0;0.0;0.073166628;0.0;0.0;0.0;0.060606;0.008130081;0.0;0.2;0.016006711;0.010914738;0.0;0.916666667
C15505;0.000134767;0.454545;0.0;0.0;0.0;0.006246331;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.043333333;0.007483159;0.000711605;0.0;1.0
C15506;0.046210238;1.0;0.030945622;0.036985127;0.000444444;0.0;0.583333;0.583333;0.083333;0.0;0.0;0.041899441;0.056666667;0.035732452;0.004114526;0.166667;1.0
C15507;0.045598109;1.0;0.023800168;0.021203471;0.013460889;0.015871794;1.0;0.25;1.0;0.166666667;0.032520325;0.072625698;0.1;0.013886096;0.003141904;0.083333;1.0
C15508;0.162451832;1.0;0.00097248;0.002021773;0.0;0.03052686;0.166667;0.083333;0.0;0.388888667;0.12195122;0.002793296;0.136666667;0.090518599;0.009467079;0.0;1.0
C15509;0.098707167;1.0;0.016979553;0.017043884;0.006130667;0.0;0.583333;0.25;0.333333;0.0;0.0;0.061452514;0.066666667;0.017230011;0.019007172;0.0;1.0
C15511;0.064864523;1.0;0.01299522;0.000245331;0.027879111;0.0;1.0;0.083333;0.916667;0.0;0.0;0.036312849;0.05;0.014636444;0.009203486;0.0;1.0
C15512;0.252068164;1.0;0.0;0.0;0.0;0.095290549;0.0;0.0;0.0;0.181818;0.089430894;0.0;0.3;0.022366913;0.014304477;0.0;0.916666667
C15513;0.037016501;1.0;0.010206044;0.005532215;0.012222222;0.018057036;1.0;0.166667;1.0;0.222222;0.048780488;0.05027933;0.04;0.033778585;0.005573007;0.0;1.0
C15514;0.070395505;1.0;0.00872683;0.008144009;0.004266667;0.013117975;0.5;0.333333;0.416667;0.111111333;0.032520325;0.033519553;0.05;0.006446106;0.00618388;0.0;1.0
C15515;0.048520208;1.0;0.0;0.0;0.0;0.14036799;0.0;0.0;0.0;0.277778;0.048780488;0.0;0.083333333;0.101635204;0.004194612;0.2;1.0
C15516;0.009566268;1.0;0.005519013;0.001119936;0.01;0.0;0.833333;0.083333;0.75;0.0;0.0;0.027932961;0.033333333;0.004268201;0.002490467;0.0;1.0
C15517;0.001191468;0.818182;0.007353246;0.003940017;0.008888889;0.0;0.666667;0.166667;0.416667;0.0;0.0;0.025139665;0.15;0.008194138;0.001896399;0.857143;1.0
C15519;0.062225667;1.0;0.0;0.0;0.0;0.100636309;0.0;0.0;0.0;0.333333333;0.081300813;0.0;0.1;0.046435303;0.003509411;0.0;1.0
C15520;0.229781664;1.0;0.020726324;0.0;0.045173778;0.005358483;0.916667;0.0;0.833333;0.055555333;0.008130081;0.033519553;0.333333333;0.022353572;0.015252929;0.0;1.0
C15521;0.023342778;1.0;0.006166449;0.0;0.01344;0.041485364;0.333333;0.0;0.25;0.111111333;0.032520325;0.016759777;0.1;0.050847005;0.002738506;0.166667;1.0
C15522;0.072662712;1.0;0.0;0.0;0.0;0.003143701;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.05;0.005893833;0.00664933;0.0;1.0
C15524;0.020471168;0.818182;0.0;0.0;0.0;0.04458771;0.0;0.0;0.0;0.333333333;0.056910569;0.0;0.1;0.044095508;0.001311582;0.0;1.0
C15525;0.023916891;0.909091;0.026534694;0.031923702;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.025139665;0.05;0.009314662;0.002227471;0.0;1.0
C15526;0.034587534;1.0;0.012846565;0.01545561;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.2;0.006976575;0.003239268;0.0;1.0
C15527;0.265636635;1.0;0.0;0.0;0.0;0.06184794;0.0;0.0;0.0;0.444444667;0.06504065;0.0;0.233333333;0.033304795;0.015690801;0.0;1.0
C15528;0.002232418;0.272727;0.010667916;0.001844889;0.019908889;0.0;0.25;0.083333;0.25;0.0;0.0;0.019553073;0.066666667;0.018253017;0.002147779;1.0;1.0
C15529;0.001112596;0.272727;0.006513312;0.0;0.014196;0.0;0.25;0.0;0.166667;0.0;0.0;0.016759777;0.2;0.00267236;0.000379727;0.083333;1.0
C15530;0.029961032;1.0;0.064839272;0.030886933;0.085364444;0.0;1.0;0.25;0.833333;0.0;0.0;0.078212291;0.166666667;0.060483909;0.003257206;0.416667;1.0
C15531;0.0001743;0.181818;0.000959429;0.0;0.002091111;0.0;0.083333;0.0;0.083333;0.0;0.0;0.002793296;0.063333333;0.010076705;0.001550102;1.0;1.0
C15532;0.152274346;1.0;0.004559991;0.00475795;0.001319111;0.010761427;0.333333;0.25;0.166667;0.055555333;0.016260163;0.016759777;0.1;0.020885675;0.008943943;0.0;1.0
C15533;0.067154327;1.0;0.0;0.0;0.0;0.051460982;0.0;0.0;0.0;0.111111333;0.048780488;0.0;0.133333333;0.008782002;0.005477787;0.0;1.0
C15534;0.071884489;1.0;0.0;0.0;0.0;0.123253003;0.0;0.0;0.0;0.111111333;0.06504065;0.0;0.2;0.00635984;0.005484631;0.0;1.0
C15535;0.097629145;1.0;0.0;0.0;0.0;0.032737632;0.0;0.0;0.0;0.055555333;0.040650407;0.0;0.116666667;0.006127101;0.008632625;0.0;1.0
C15536;0.074245416;1.0;0.006383213;0.007679598;0.0;0.029821307;0.25;0.25;0.0;0.111111333;0.024390244;0.011173184;0.06;0.028937767;0.0053089;0.0;1.0
C15537;0.010786557;0.909091;0.0;0.0;0.0;0.040389328;0.0;0.0;0.0;0.166666667;0.024390244;0.0;0.05;0.015363228;0.000792896;0.125;1.0
C15538;0.132726649;1.0;0.014685284;0.01766776;0.0;0.101471966;0.5;0.5;0.0;0.277778;0.12195122;0.036312849;0.1;0.076228747;0.014324647;0.090909;1.0
C15539;0.053705293;1.0;0.002448839;0.002946181;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.083333333;0.007269608;0.005378153;0.0;1.0
C15540;0.16163616;1.0;0.0;0.0;0.0;0.093422656;0.0;0.0;0.0;0.222222;0.06504065;0.0;0.2;0.119145327;0.015495211;0.083333;1.0
C15541;0.055889322;1.0;0.021764465;0.005946334;0.036664;0.076550601;0.833333;0.25;0.666667;0.055555333;0.008130081;0.036312849;0.2;0.094062683;0.003786863;0.083333;1.0
C15543;0.002113477;0.181818;0.0;0.0;0.0;0.019294329;0.0;0.0;0.0;0.055555333;0.016260163;0.0;0.05;0.07055489;0.000906617;1.0;1.0
C15544;0.142970142;1.0;0.0;0.0;0.0;0.004974279;0.0;0.0;0.0;0.055555333;0.016260163;0.0;0.1;0.012580509;0.008556677;0.0;1.0
C15545;0.004776174;0.888889;0.01878116;0.007795149;0.026812444;0.0;0.888889;0.111111;0.777778;0.0;0.0;0.025139665;0.083333333;0.015430913;0.001428822;0.777778;0.75
C15546;0.008702447;1.0;0.004720882;0.002821307;0.005178222;0.0;0.833333;0.166667;0.75;0.0;0.0;0.067039106;0.143333333;0.001793403;0.002724216;0.0;1.0
C15547;0.038788603;1.0;0.0;0.0;0.0;0.030061418;0.0;0.0;0.0;0.166666667;0.024390244;0.0;0.1;0.00336436;0.002454714;0.0;1.0
C15548;0.167145168;1.0;0.051029403;0.060248152;0.002074222;0.038971842;0.833333;0.833333;0.166667;0.333333333;0.178861789;0.148044693;0.183333333;0.042793735;0.022660735;0.0;1.0
C15549;0.002341326;0.272727;0.008436045;0.0;0.018386667;0.0;0.166667;0.0;0.166667;0.0;0.0;0.011173184;0.083333333;0.044788481;0.001716338;0.0;1.0
C15550;0.169147808;1.0;0.070301391;0.035573001;0.08878;0.0;1.0;0.166667;1.0;0.0;0.0;0.111731844;0.316666667;0.106489139;0.009906612;0.0;1.0
C15551;0.002408706;0.363636;0.0;0.0;0.0;0.012027525;0.0;0.0;0.0;0.166666667;0.081300813;0.0;0.15;0.004695297;0.001619683;0.0;1.0
C15552;0.10975066;1.0;0.052529009;0.063197277;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.011173184;0.19;0.011326854;0.006952098;0.0;1.0
C15554;0.090271258;1.0;0.043144546;0.034224907;0.032032889;0.0;1.0;0.583333;0.666667;0.0;0.0;0.094972067;0.3;0.08773793;0.007279242;0.0;1.0
C15555;0.045982395;1.0;0.0;0.0;0.0;0.015871233;0.0;0.0;0.0;0.111111333;0.024390244;0.0;0.04;0.016970878;0.002809691;0.0;1.0
